,NB4_transcription_profiling_by_array_assay_ENCSR000DBB_ENCFF001VXH_ENCFF001VXG_intersect.bed,MCF-7_transcription_profiling_by_array_assay_ENCSR000DBC_ENCFF001VXF_ENCFF001VXE_intersect.bed,Jurkat_transcription_profiling_by_array_assay_ENCSR000DBD_ENCFF001VWR_ENCFF001VWQ_intersect.bed,renal_cortical_epithelial_cell_transcription_profiling_by_array_assay_ENCSR000DBR_ENCFF001VWB_ENCFF001VWA_intersect.bed,kidney_epithelial_cell_transcription_profiling_by_array_assay_ENCSR000DBQ_ENCFF001VWC_ENCFF001VWD_intersect.bed,E118-H3K4me1.gappedPeak,HeLa-S3_transcription_profiling_by_array_assay_ENCSR000DBP_ENCFF001VUK_ENCFF001VUJ_intersect.bed,SK-N-SH_transcription_profiling_by_array_assay_ENCSR000DBO_ENCFF001VYI_ENCFF001VYH_intersect.bed,Caco-2_transcription_profiling_by_array_assay_ENCSR000DBN_ENCFF001VSN_ENCFF001VSO_intersect.bed,GM06990_transcription_profiling_by_array_assay_ENCSR000DBM_ENCFF001VSR_ENCFF001VSQ_intersect.bed,iris_pigment_epithelial_cell_transcription_profiling_by_array_assay_ENCSR000DAL_ENCFF001VUT_ENCFF001VUU_intersect.bed,HepG2_transcription_profiling_by_array_assay_ENCSR000DBL_ENCFF001VUL_ENCFF001VUM_intersect.bed,skeletal_muscle_cell_transcription_profiling_by_array_assay_ENCSR000DBJ_ENCFF001VYE_ENCFF001VYD_intersect.bed,T-helper_1_cell_transcription_profiling_by_array_assay_ENCFF001VYJ.bed,BJ_transcription_profiling_by_array_assay_ENCSR000DBH_ENCFF001VSM_ENCFF001VSL_intersect.bed,GM12878_transcription_profiling_by_array_assay_ENCFF001VSV.bed,E005-H2BK12ac.gappedPeak,mammary_epithelial_cell_transcription_profiling_by_array_assay_ENCSR000DBF_ENCFF001VUX_ENCFF001VUY_intersect.bed,endothelial_cell_of_umbilical_vein_transcription_profiling_by_array_assay_ENCSR000DBE_ENCFF001VWM_ENCFF001VWN_intersect.bed,K562_transcription_profiling_by_array_assay_ENCSR000DBK_ENCFF001VWT_ENCFF001VWS_intersect.bed,non-pigmented_ciliary_epithelial_cell_transcription_profiling_by_array_assay_ENCSR000DAK_ENCFF001VVS_ENCFF001VVR_intersect.bed,dermis_microvascular_lymphatic_vessel_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZS_ENCFF001VVK_ENCFF001VVJ_intersect.bed,foreskin_fibroblast_transcription_profiling_by_array_assay_ENCSR000DAI_ENCFF001VXO_ENCFF001VXP_intersect.bed,lung_microvascular_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZX_ENCFF001VVN_ENCFF001VVO_intersect.bed,fibroblast_of_mammary_gland_transcription_profiling_by_array_assay_ENCSR000CZY_ENCFF001VUZ_ENCFF001VVA_intersect.bed,retinal_pigment_epithelial_cell_transcription_profiling_by_array_assay_ENCSR000DAJ_ENCFF001VWG_ENCFF001VWH_intersect.bed,dermis_blood_vessel_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZU_ENCFF001VVG_ENCFF001VVF_intersect.bed,HL-60_transcription_profiling_by_array_assay_ENCSR000CZZ_ENCFF001VUV_ENCFF001VUW_intersect.bed,dermis_microvascular_lymphatic_vessel_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZT_ENCFF001VVH_ENCFF001VVI_intersect.bed,fibroblast_of_gingiva_transcription_profiling_by_array_assay_ENCSR000DAA_ENCFF001VUS_ENCFF001VUR_intersect.bed,dermis_blood_vessel_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZR_ENCFF001VVL_ENCFF001VVM_intersect.bed,HEK293_transcription_profiling_by_array_assay_ENCSR000DAB_ENCFF001VUH_ENCFF001VUI_intersect.bed,fibroblast_of_pulmonary_artery_transcription_profiling_by_array_assay_ENCSR000CZQ_ENCFF001VVV_ENCFF001VVU_intersect.bed,fibroblast_of_lung_transcription_profiling_by_array_assay_ENCSR000CZP_ENCFF001VVZ_ENCFF001VVY_intersect.bed,lung_microvascular_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZW_ENCFF001VVQ_ENCFF001VVP_intersect.bed,fibroblast_of_the_conjunctiva_transcription_profiling_by_array_assay_ENCSR000DAC_ENCFF001VUA_ENCFF001VTZ_intersect.bed,dermis_blood_vessel_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000CZV_ENCFF001VVD_ENCFF001VVE_intersect.bed,HCT116_transcription_profiling_by_array_assay_ENCSR000DAD_ENCFF001VUD_ENCFF001VUE_intersect.bed,fibroblast_of_villous_mesenchyme_transcription_profiling_by_array_assay_ENCSR000CZN_ENCFF001VWO_ENCFF001VWP_intersect.bed,astrocyte_transcription_profiling_by_array_assay_ENCSR000CZM_ENCFF001VXJ_ENCFF001VXI_intersect.bed,fibroblast_of_dermis_transcription_profiling_by_array_assay_ENCSR000CZL_ENCFF001VXN_ENCFF001VXM_intersect.bed,cardiac_fibroblast_transcription_profiling_by_array_assay_ENCSR000DAE_ENCFF001VTV_ENCFF001VTW_intersect.bed,brain_microvascular_endothelial_cell_transcription_profiling_by_array_assay_ENCSR000DAF_ENCFF001VTP_ENCFF001VTO_intersect.bed,A549_transcription_profiling_by_array_assay_ENCSR000CZK_ENCFF001VRW_ENCFF001VRV_intersect.bed,myotube_transcription_profiling_by_array_assay_ENCSR000CZH_ENCFF001VWK_ENCFF001VWL_intersect.bed,fibroblast_of_peridontal_ligament_transcription_profiling_by_array_assay_ENCSR000CZO_ENCFF001VVX_ENCFF001VVW_intersect.bed,fibroblast_of_the_aortic_adventitia_transcription_profiling_by_array_assay_ENCSR000DAG_ENCFF001VSH_ENCFF001VSI_intersect.bed,BE2C_transcription_profiling_by_array_assay_ENCSR000CZJ_ENCFF001VSK_ENCFF001VSJ_intersect.bed,fibroblast_of_lung_transcription_profiling_by_array_assay_ENCSR000DAH_ENCFF001VXR_ENCFF001VXS_intersect.bed,astrocyte_of_the_spinal_cord_transcription_profiling_by_array_assay_ENCSR000CZI_ENCFF001VTN_ENCFF001VTM_intersect.bed,H1-hESC_ChIP-seq_H3K27ac_ENCFF001SUX.bed,E029-H3K4me1.gappedPeak,E023-H3K9ac.gappedPeak,GSM534474_hASCt2.H3K4me1.intervals_hg19.bed,E072-H3K9ac.gappedPeak,E028-H3K27me3.gappedPeak,E088-DNase.hotspot.fdr0.01.broad.bed,E047-H3K4me1.gappedPeak,E007-H3K4me1.gappedPeak,E111-H3K4me1.gappedPeak,E099-H3K4me1.gappedPeak,E107-H3K9ac.gappedPeak,E018-H3K9ac.gappedPeak,PancIslt-EnhWk,E129-H3K4me2.gappedPeak,H1-hESC_ChIP-seq_CHD7_ENCFF001SUS.bed,E094-H3K4me1.gappedPeak,K562_transcription_profiling_by_array_assay_ENCFF001SNV.bed,prostate_gland_transcription_profiling_by_array_assay_ENCFF001SOI.bed,E062-H3K9ac.gappedPeak,E109-H3K4me1.gappedPeak,E025-H3K9ac.gappedPeak,E049-H3K27me3.gappedPeak,E036-H3K4me1.gappedPeak,B_cell_ChIP-seq_EZH2_ENCFF001STL.bed,E075-H3K27ac.gappedPeak,E083-H3K4me1.gappedPeak,E022-H3K4me1.gappedPeak,E002-H3K9me3.gappedPeak,E051-H3K4me1.gappedPeak,E129-H3K27me3.gappedPeak,E101-H3K4me1.gappedPeak,E026-H3K4me1.gappedPeak,E041-H3K27me3.gappedPeak,E109-H3K27ac.gappedPeak,E013-H3K9me3.gappedPeak,E067-H3K27ac.gappedPeak,K562_transcription_profiling_by_array_assay_ENCFF001SNZ.bed,GM12878_transcription_profiling_by_array_assay_ENCFF001SNL.bed,E005-H3K14ac.gappedPeak,E005-H2A.Z.gappedPeak,E129-H3K4me1.gappedPeak,E013-H3K27ac.gappedPeak,E061-H3K27me3.gappedPeak,E074-H3K4me1.gappedPeak,E023-H3K27me3.gappedPeak,E005-H3K18ac.gappedPeak,E005-H2AK5ac.gappedPeak,E009-H3K4me1.gappedPeak,E017-H3K4me1.gappedPeak,E052-H3K4me1.gappedPeak,E005-H4K8ac.gappedPeak,E120-H3K4me1.gappedPeak,E091-H3K4me1.gappedPeak,E079-H3K9me3.gappedPeak,E104-H3K36me3.gappedPeak,E011-H3K27ac.gappedPeak,E063-H3K9ac.gappedPeak,E125-H3K4me2.gappedPeak,E101-H3K27ac.gappedPeak,E010-H3K27me3.gappedPeak,E005-H4K91ac.gappedPeak,E043-H3K4me1.gappedPeak,E002-H3K4me1.gappedPeak,E085-H3K27me3.gappedPeak,E006-H2BK120ac.gappedPeak,E019-H3K4me1.gappedPeak,K562_ChIP-seq_SETDB1_ENCFF001TAD.bed,E121-H3K4me2.gappedPeak,E032-H3K27me3.gappedPeak,E008-H4K20me1.gappedPeak,E082-H3K4me1.gappedPeak,E007-H3K23ac.gappedPeak,E117-H3K4me1.gappedPeak,E083-H3K9ac.gappedPeak,H1-hESC_ChIP-seq_H3K4me1_ENCFF001SVA.bed,E009-H3K27me3.gappedPeak,E067-H3K4me1.gappedPeak,E025-H3K27me3.gappedPeak,E105-H3K27ac.gappedPeak,E124-H2A.Z.gappedPeak,E068-H3K9ac.gappedPeak,E004-H3K4ac.gappedPeak,E009-H2A.Z.gappedPeak,E052-H3K27me3.gappedPeak,osteoblast_ChIP-seq_EP300_ENCFF001TCZ.bed,E092-H3K27me3.gappedPeak,E098-H3K9me3.gappedPeak,E113-H3K9me3.gappedPeak,GSM534483_hASCt3.H3K27me3.intervals_hg19.bed,E005-H2BK5ac.gappedPeak,K562_transcription_profiling_by_array_assay_ENCFF001SNW.bed,GSM534467_hASCt1.H3K4me1.intervals_hg19.bed,E069-H3K27ac.gappedPeak,E096-H3K27ac.gappedPeak,E080-H3K27ac.gappedPeak,E061-H3K27ac.gappedPeak,E032-H3K4me1.gappedPeak,E119-H3K4me1.gappedPeak,E003-H3K4me2.gappedPeak,K562_transcription_profiling_by_array_assay_ENCFF001SNY.bed,E007-H3K14ac.gappedPeak,E053-H3K4me1.gappedPeak,K562_ChIP-seq_KAT2B_ENCFF001SZW.bed,E068-H3K27ac.gappedPeak,E072-H3K27ac.gappedPeak,E104-H3K4me1.gappedPeak,E046-H3K4me1.gappedPeak,K562_ChIP-seq_CBX3_ENCFF001SYW.bed,E071-H3K27ac.gappedPeak,E058-H3K27me3.gappedPeak,E107-H3K4me1.gappedPeak,E081-H3K4me1.gappedPeak,E008-H3K14ac.gappedPeak,K562_ChIP-seq_WHSC1_ENCFF001SZU.bed,E054-H3K4me1.gappedPeak,HepG2_transcription_profiling_by_array_assay_ENCFF001SNQ.bed,E041-H3K4me1.gappedPeak,K562_ChIP-seq_CREBBP_ENCFF001SYU.bed,E007-H4K91ac.gappedPeak,E005-H2BK120ac.gappedPeak,E007-H3K18ac.gappedPeak,HepG2_transcription_profiling_by_array_assay_ENCFF001SNP.bed,E090-H3K27me3.gappedPeak,K562_ChIP-seq_CHD7_ENCFF001SYZ.bed,E097-H3K4me1.gappedPeak,E121-H3K27me3.gappedPeak,E085-H3K9me3.gappedPeak,E121-H2A.Z.gappedPeak,E006-H4K91ac.gappedPeak,E057-H3K4me1.gappedPeak,K562_transcription_profiling_by_array_assay_ENCFF001SNS.bed,E073-H3K27ac.gappedPeak,E076-H3K4me1.gappedPeak,E034-H3K4me1.gappedPeak,E003-H3K18ac.gappedPeak,H1-hESC_ChIP-seq_EP300_ENCFF001SVK.bed,E124-H3K4me1.gappedPeak,E080-H3K27me3.gappedPeak,E005-H3K9me3.gappedPeak,E003-H3K4me1.gappedPeak,E030-H3K27me3.gappedPeak,E044-H3K27me3.gappedPeak,E127-H3K4me1.gappedPeak,E021-H3K4me1.gappedPeak,E002-H3K36me3.gappedPeak,E114-H3K4me1.gappedPeak,E095-H3K4me1.gappedPeak,E084-H3K9me3.gappedPeak,snpcount
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,18
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4
3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,37
4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,3
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,45
9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,84
10,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,80
11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,18
12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,91
13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,136
